"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","EST","Estonia","2012","2012",26.33,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","EST","Estonia","2013","2013",27.34,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","EST","Estonia","2014","2014",28.64,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","EST","Estonia","2015","2015",29.34,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","EST","Estonia","2016","2016",29.18,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","EST","Estonia","2017","2017",29.54,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","EST","Estonia","2018","2018",29.8,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","ISR","Israel","2000","2000",35.07,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","ISR","Israel","2001","2001",36.71,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","ISR","Israel","2002","2002",37.34,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","ISR","Israel","2003","2003",39.14,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","ISR","Israel","2004","2004",39.41,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","ISR","Israel","2005","2005",40.29,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","ISR","Israel","2006","2006",39.17,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","ISR","Israel","2007","2007",39.04,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","ISR","Israel","2008","2008",39.71,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","ISR","Israel","2009","2009",40.17,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","ISR","Israel","2010","2010",41.4,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","ISR","Israel","2011","2011",41.4,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","ISR","Israel","2012","2012",44.81,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","ISR","Israel","2013","2013",45.75,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","ISR","Israel","2014","2014",48.05,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","ISR","Israel","2015","2015",48.98,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","ISR","Israel","2016","2016",48.8,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","ISR","Israel","2017","2017",49.12,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","ISR","Israel","2018","2018",49.89,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","RUS","Russia","2017","2017",30.31,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SVN","Slovenia","2000","2000",22.13,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SVN","Slovenia","2001","2001",22.5,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SVN","Slovenia","2002","2002",23.08,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SVN","Slovenia","2003","2003",23.54,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SVN","Slovenia","2004","2004",24.11,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SVN","Slovenia","2005","2005",24.74,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SVN","Slovenia","2006","2006",25.02,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SVN","Slovenia","2007","2007",25.28,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SVN","Slovenia","2008","2008",25.91,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SVN","Slovenia","2009","2009",26.29,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SVN","Slovenia","2010","2010",26.75,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SVN","Slovenia","2011","2011",27.23,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SVN","Slovenia","2012","2012",27.93,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SVN","Slovenia","2013","2013",28,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SVN","Slovenia","2014","2014",28.2,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SVN","Slovenia","2015","2015",28.76,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SVN","Slovenia","2016","2016",29.87,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SVN","Slovenia","2017","2017",30.81,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SVN","Slovenia","2018","2018",31.59,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","AUS","Australia","2000","2000",9.91,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","AUS","Australia","2001","2001",9.87,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","AUS","Australia","2002","2002",9.7,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","AUS","Australia","2003","2003",9.98,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","AUS","Australia","2004","2004",9.92,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","AUS","Australia","2005","2005",10.53,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","AUS","Australia","2006","2006",10.33,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","AUS","Australia","2007","2007",10.3,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","AUS","Australia","2008","2008",11.05,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","AUS","Australia","2009","2009",11.05,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","AUS","Australia","2010","2010",11.32,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","AUS","Australia","2011","2011",11.69,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","AUS","Australia","2012","2012",11.94,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","AUS","Australia","2013","2013",11.98,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","AUS","Australia","2014","2014",12.55,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","AUS","Australia","2015","2015",13.07,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","AUS","Australia","2016","2016",13.32,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","AUS","Australia","2017","2017",13.31,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","AUT","Austria","2000","2000",8.02,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","AUT","Austria","2001","2001",8.26,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","AUT","Austria","2002","2002",8.5,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","AUT","Austria","2003","2003",8.68,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","AUT","Austria","2004","2004",8.84,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","AUT","Austria","2005","2005",8.94,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","AUT","Austria","2006","2006",9.06,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","AUT","Austria","2007","2007",9.1,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","AUT","Austria","2008","2008",9.15,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","AUT","Austria","2009","2009",9.51,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","AUT","Austria","2010","2010",9.77,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","AUT","Austria","2011","2011",9.79,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","AUT","Austria","2012","2012",9.86,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","AUT","Austria","2013","2013",9.95,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","AUT","Austria","2014","2014",10,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","AUT","Austria","2015","2015",10.23,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","AUT","Austria","2016","2016",10.28,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","AUT","Austria","2017","2017",10.37,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","AUT","Austria","2018","2018",10.33,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","BEL","Belgium","2000","2000",9.75,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","BEL","Belgium","2001","2001",9.98,,
"GEHETHSM","Total health and social employment","PEREMPNB","% of total civilian employment","BEL","Belgium","2002","2002",10.21,,
